firm,weight,sector
SPGI,-0.01977937134646508,Financials
MCHP,0.017171371963361236,Information Technology
ROP,0.012933218455799075,Industrials
GIS,0.031914589297737106,Consumer Staples
LRCX,-0.005807936294951591,Information Technology
ADI,-0.0020666128778443343,Information Technology
AEE,-0.030328885887862367,Utilities
HRL,0.0375114537504332,Consumer Staples
GILD,-0.0004197420503483998,Health Care
PCG,-0.007740057930538279,Utilities
GHC,0.007126492541725135,Consumer Staples
KMX,0.004203081984868786,Consumer Discretionary
VFC,0.04014520007575692,Consumer Discretionary
BXP,0.014577389564640435,Real Estate
YUM,0.003547059033732803,Consumer Discretionary
XRX,0.004182740975282226,Information Technology
VTR,-0.004805130526896701,Real Estate
IBM,0.039315715833877087,Information Technology
NUE,0.01152889261624315,Materials
AET,-0.003095570132022567,
NOV,-0.03271335224686247,Energy
EXC,-0.024857077071074173,Utilities
JCI,-9.42227837898834e-05,Industrials
LLY,-0.018944241588951815,Health Care
HST,-0.036493465451387624,Real Estate
AZO,0.036461679360595085,Financials
IRM,0.007515400246455108,Real Estate
PEG,-0.02251121193017995,Utilities
OMX,-0.007471310202720819,
VLO,0.019453082361834143,Energy
INTU,0.008324759188818642,Information Technology
KO,0.020676015219065817,Consumer Staples
APD,0.0056146999258977065,Materials
NFLX,0.0026791281937518577,Communication Services
CHRW,0.00710740703828716,Industrials
USB,0.04748496664280703,Financials
DIS,-0.007232096728679577,Communication Services
ITT,-0.005344371953153164,Industrials
AMD,-0.002939301951304935,Information Technology
JNJ,0.08560133074905038,Health Care
ISRG,-0.0035906533307769415,Health Care
CMA,0.0018171527326958734,Financials
WMT,0.049930157002935606,Consumer Staples
KBH,0.0005964505153102416,Industrials
UNM,-0.020918540957760988,Financials
KSS,-0.001523467377487806,Consumer Discretionary
MMC,0.009476471148729574,Financials
TAP,0.02120616320205364,Consumer Staples
CVX,-0.002873073000954765,Energy
AKAM,0.00424110964228901,Information Technology
IAC,0.015778905946296523,Communication Services
LEG,-0.003429401246967846,Consumer Discretionary
AMT,0.008055183058130848,Real Estate
MTW,-0.0039477262947258,Industrials
WFC,0.0076633734404459595,Financials
PDCO,0.0004597481791354611,Health Care
AVY,-0.01049566012289611,Industrials
SNA,-0.0018749914283543896,Industrials
EMN,-0.006694773768353968,Materials
WOR,-0.007418696377655696,Industrials
BAX,0.0042790625118873625,Health Care
BLK,0.011483488546134787,Financials
NTAP,-0.0055918619536522805,Information Technology
DE,0.024223027304497262,Industrials
TUP,-0.008922787873699219,Consumer Discretionary
MAS,0.0012316498154448935,Industrials
ROK,0.006719645181042604,Industrials
UPS,0.028285026847107427,Industrials
PVH,-0.000977754130877995,Consumer Discretionary
LEN,0.0041003153050680734,Industrials
WDC,0.001717206559915094,Information Technology
AON,0.01838829900542683,Financials
AAPL,0.0065562912324056985,Information Technology
NSC,-0.012978796854093555,Industrials
EQT,-0.01415074958965719,Energy
DXC,-0.0003594766472822062,Information Technology
RF,0.001448012260745119,Financials
ADBE,-0.005068715838705726,Information Technology
K,0.03886634487424151,Consumer Staples
UNH,0.0008969671073989979,Health Care
HPQ,0.014474054288522529,Information Technology
ETR,0.02025584289767297,Utilities
BMS,0.021455013542744483,
FTI,0.003660626816984645,Energy
STX,0.003075288829626162,Information Technology
HD,0.017473443555602115,Consumer Discretionary
TJX,-0.0030081184696430915,Consumer Discretionary
SYK,-0.027125767789464978,Health Care
IPG,0.005576222905404676,Communication Services
MAC,0.01611754311318221,Real Estate
JPM,-0.009352924839111723,Financials
WM,-0.004156354111051598,Industrials
CCL,-0.005474123307212726,Consumer Discretionary
NFX,0.018732492126289024,
DDS,0.00828580953552515,Consumer Discretionary
HAL,0.00885478228337695,Energy
VIAV,0.0006250911629921418,Information Technology
DLTR,0.01469109066799168,Consumer Staples
ZBH,0.013851415347420463,Health Care
