firm,weight,sector
FL,0.005556547685155079,Consumer Discretionary
UHS,0.008816619724575744,Health Care
SPGI,-0.00650816684747069,Financials
MCHP,0.018533594466048478,Information Technology
ROP,0.017265874228136205,Industrials
GIS,0.03177793541218439,Consumer Staples
LRCX,-0.0032248969799775484,Information Technology
ADI,0.0031914965026462357,Information Technology
AEE,-0.028039156711048452,Utilities
HRL,0.034479298952778924,Consumer Staples
GILD,0.015260040790678489,Health Care
PCG,-0.0026016453339181775,Utilities
GHC,0.025648148042542118,Consumer Staples
KMX,0.0024090655028980094,Consumer Discretionary
VFC,0.030486667675218244,Consumer Discretionary
BXP,0.004263908656691889,Real Estate
YUM,0.0036043990477128245,Consumer Discretionary
XRX,-0.003799073782288394,Information Technology
VTR,-0.04667244801228626,Real Estate
IBM,0.024313012364888198,Information Technology
NUE,-0.007227377197761757,Materials
AET,-0.012142180002585247,
NOV,-0.014487831489849997,Energy
CHD,0.021759230144764753,Consumer Staples
EXC,-0.0006211420174404863,Utilities
JCI,0.004630870752717727,Industrials
LLY,-0.005926539583343134,Health Care
HST,-0.04292028294848569,Real Estate
AZO,0.027113518303838825,Financials
IRM,0.000963554483357866,Real Estate
CCEP,-0.017211928100948497,Consumer Staples
PEG,-0.05027466488405861,Utilities
VLO,0.004694849772682731,Energy
INTU,0.0019491860039306287,Information Technology
KO,0.028076772395712796,Consumer Staples
APD,0.007698189848073882,Materials
NFLX,0.007413605024447236,Communication Services
CHRW,0.017330498397968727,Industrials
USB,0.04772526419130359,Financials
DIS,-0.009363362332649484,Communication Services
ILMN,0.008735569776486443,Health Care
ITT,0.009634491044596459,Industrials
JNJ,0.1046714270146938,Health Care
ISRG,0.003898885099810154,Health Care
CMA,0.001261366816169453,Financials
WMT,0.0366920994088254,Consumer Staples
RCL,-0.015599443864453166,Consumer Discretionary
KBH,-0.002862720990133838,Industrials
UNM,-0.017041818778913056,Financials
KSS,0.012717393479644724,Consumer Discretionary
CF,0.005920191051091796,Industrials
GPN,0.003698905499556107,Industrials
MMC,-0.027720556880183062,Financials
TAP,0.011161513412306716,Consumer Staples
CVX,-0.005751614306162752,Energy
AKAM,0.0022740987371555723,Information Technology
IAC,0.016168259840657218,Communication Services
AME,0.012578448994104043,Industrials
LEG,-0.022812203474554437,Consumer Discretionary
AMT,-0.0011194945584752643,Real Estate
ICE,-0.00567094257542854,Financials
MTW,-0.004447533971708287,Industrials
PDCO,-0.02109897392633443,Health Care
WFC,0.005076303228688909,Financials
AVY,-0.005913744126832821,Industrials
SNA,-0.007223471015283374,Industrials
EMN,-0.014157544112272206,Materials
BAX,0.009548986719932007,Health Care
BLK,-0.002208397747084291,Financials
NTAP,0.009833126718896487,Information Technology
DE,0.03741204691528378,Industrials
MAS,0.0021931681675733568,Industrials
ROK,0.007859469076063497,Industrials
UPS,0.06774179746582197,Industrials
PVH,-0.013660725909952771,Consumer Discretionary
LEN,0.0012588749513656088,Industrials
SWKS,-0.00017500314114942545,Information Technology
WDC,1.6771109023715897e-05,Information Technology
AON,0.004092345781922357,Financials
AAPL,0.0158490512174836,Information Technology
NSC,-8.950269316690233e-06,Industrials
EQT,-0.018696957496574452,Energy
DXC,-0.005089734658826888,Information Technology
RF,0.0037910273704515954,Financials
ADBE,0.013717034953943764,Information Technology
K,0.042577731925003456,Consumer Staples
UNH,-0.009834775729590172,Health Care
HPQ,0.010932021122997872,Information Technology
ETR,0.013482674619494928,Utilities
BMS,0.006417792983733114,
FTI,-0.014509104894199754,Energy
STX,0.007723913313582388,Information Technology
HD,0.036577143696317704,Consumer Discretionary
TJX,-0.0026417088576657,Consumer Discretionary
SYK,-0.021957083217492627,Health Care
IPG,0.003829982599913063,Communication Services
LNT,-0.03445217801695413,Utilities
MAC,0.015298741232286315,Real Estate
JPM,-0.0037983610679729034,Financials
WM,-0.013142883814224415,Industrials
AYI,-0.017186794465397177,Industrials
CCL,0.012659835382045433,Consumer Discretionary
NFX,0.013717222162125373,
DDS,0.009794591588653642,Consumer Discretionary
HAL,0.02236370622517814,Energy
VIAV,-0.0013522084412716656,Information Technology
DLTR,0.013397438233473198,Consumer Staples
ZBH,0.016622863302278374,Health Care
EBAY,-0.0021777240085238446,Consumer Discretionary
