firm,weight,sector
FL,9.193372795261398e-05,Consumer Discretionary
UHS,0.0,Health Care
SPGI,0.008323532904748564,Financials
MCHP,0.00425592116475807,Information Technology
ROP,-0.0,Industrials
GIS,0.0,Consumer Staples
LRCX,-0.0,Information Technology
ADI,0.0015114959510919722,Information Technology
AEE,-0.017266178576991656,Utilities
HRL,-0.031623614608533926,Consumer Staples
GILD,0.013166366386477257,Health Care
LYB,0.0,Materials
POM,0.03747418981245082,
GHC,0.04285472397548471,Consumer Staples
KMX,0.00135894638353872,Consumer Discretionary
VFC,0.013665071778565997,Consumer Discretionary
BXP,-0.0,Real Estate
YUM,-0.0,Consumer Discretionary
XRX,-0.01931311751711813,Information Technology
PKG,-0.0,Consumer Discretionary
VTR,-0.0,Real Estate
TSLA,-0.001163100329580461,Consumer Discretionary
LUMN,-0.009365319529446142,Communication Services
ULTA,0.003215056108646508,Consumer Discretionary
IBM,0.024021200587572344,Information Technology
NUE,-0.014822086121629597,Materials
ZBRA,0.00682426277666644,Information Technology
NOV,0.023900818745428865,Energy
CHD,0.00797009663670305,Consumer Staples
EXC,0.026587142355605036,Utilities
HST,-0.023429885671045095,Real Estate
JCI,0.006337794017574614,Industrials
LLY,0.011009198813914253,Health Care
IRM,-0.00024849000917381874,Real Estate
AZO,0.041515163499512835,Financials
CCEP,0.0,Consumer Staples
PEG,-0.03344342977828687,Utilities
VLO,0.003505955329042797,Energy
INTU,-0.011575210801506877,Information Technology
KO,0.032718805386424195,Consumer Staples
APD,0.0,Materials
NFLX,0.0012589998139495107,Communication Services
AVGO,-0.0,Information Technology
CHRW,0.017182418514883575,Industrials
ARE,0.0,Real Estate
TMUS,0.0031465168707191845,Communication Services
USB,0.0,Financials
DIS,0.005400995147093811,Communication Services
ILMN,-0.0,Health Care
ITT,0.012131148890962382,Industrials
MS,-0.014854878075610124,Financials
KMI,0.020685193669399013,Energy
NKTR,-0.005004637177023582,Health Care
JNJ,0.02204046094760549,Health Care
ISRG,0.007483411349692565,Health Care
CMA,0.005267328093930221,Financials
WMT,0.01803488523645153,Consumer Staples
RCL,-0.0,Consumer Discretionary
UNM,0.0,Financials
NVR,0.049998250320678186,Industrials
CF,0.011914645241433102,Industrials
KSS,0.0,Consumer Discretionary
GPN,0.0,Industrials
MMC,0.0,Financials
TAP,-0.0,Consumer Staples
CVX,0.0,Energy
AKAM,-0.0014981512681259258,Information Technology
AME,-0.0064327869795684335,Industrials
AMT,0.0,Real Estate
LEG,-0.00033290668978916806,Consumer Discretionary
ICE,0.010599059657748487,Financials
PDCO,-0.0027538695336449897,Health Care
WFC,-0.0,Financials
AVY,0.006287177126948076,Industrials
SNA,0.010801817350533734,Industrials
EMN,0.00024195258705204356,Materials
BAX,0.016473897475267694,Health Care
BLK,-0.0349748043687335,Financials
NTAP,0.005760396974056092,Information Technology
DE,0.030755336761783384,Industrials
MAS,-0.021692756227562945,Industrials
ROK,-0.009177753449048278,Industrials
UPS,0.026236052557073255,Industrials
PVH,0.0,Consumer Discretionary
LEN,-0.0,Industrials
SWKS,-0.012984247593611288,Information Technology
WDC,0.0009851861520176251,Information Technology
AON,0.0,Financials
FTNT,-0.0,Information Technology
FITB,0.0,Financials
AAPL,0.006981686085153407,Information Technology
MGM,-0.009761287169423571,Consumer Discretionary
NSC,-0.004911796281744346,Industrials
EQT,-0.01714756936436191,Energy
DXC,0.001951053882434723,Information Technology
RF,-0.0,Financials
ADBE,-0.012091454398700772,Information Technology
K,0.030455683175673775,Consumer Staples
UNH,-0.04021978771677503,Health Care
HPQ,0.0,Information Technology
ETR,0.0,Utilities
FTI,0.0,Energy
STX,0.0,Information Technology
HD,0.0,Consumer Discretionary
ANSS,0.014276405385737979,Information Technology
TJX,0.0034311630184472,Consumer Discretionary
CBRE,-0.02152007600909619,Real Estate
SYK,-0.027818313564194733,Health Care
CPRT,0.008780241703042374,Industrials
IPG,-0.017253977018817163,Communication Services
PENN,0.00712814567350348,Consumer Discretionary
LNT,-0.03375173557222764,Utilities
MAC,0.00035853200816046894,Real Estate
JPM,-0.0,Financials
WM,0.0,Industrials
TFX,0.011001369528792106,Health Care
AYI,-0.005504087214701956,Industrials
CCL,0.0,Consumer Discretionary
MKTX,0.00043162626761081307,Financials
DLTR,-0.002676557344742273,Consumer Staples
HAL,-0.002552012431173825,Energy
VIAV,0.008456944794133626,Information Technology
REG,-0.023016898151227774,Real Estate
ZBH,0.0040121499778267775,Health Care
EBAY,0.009071073347494643,Consumer Discretionary
DGX,0.0,Health Care
FRT,0.013544543020150165,Real Estate
AOS,-0.0,Industrials
