firm,weight,sector
FL,0.0016453352539744746,Consumer Discretionary
SCI,-0.008005777026381097,Consumer Discretionary
SPGI,0.014228556072060045,Financials
GIS,0.06327352215952692,Consumer Staples
ADI,-0.0022974518590048003,Information Technology
GILD,0.0012286031372041178,Health Care
PCG,-0.0007720445423094308,Utilities
VFC,0.0031786241092978534,Consumer Discretionary
XRX,-0.0007369845093151486,Information Technology
IBM,0.020205885888486118,Information Technology
NUE,0.009709410419911763,Materials
CAR,-0.008186889775901991,Industrials
EXC,0.021399718610300548,Utilities
JCI,-0.0005760060962023625,Industrials
LLY,0.01310825772877586,Health Care
AZO,0.00085302867755397,Financials
PEG,-0.008685402085171226,Utilities
OMX,0.0031084180340616926,
VLO,0.008908321541855637,Energy
INTU,-0.007298001450049914,Information Technology
KO,0.0018742516856595746,Consumer Staples
APD,-0.007271488100334863,Materials
USB,0.002153972320475442,Financials
DIS,0.008504481696582756,Communication Services
AMD,-0.0022358397116167064,Information Technology
MS,0.013943798253784626,Financials
JNJ,0.00901583301262674,Health Care
CMA,0.022728851847989767,Financials
WMT,0.0233258253639978,Consumer Staples
KBH,-0.010369834494748025,Industrials
UNM,-0.007929204494966785,Financials
KSS,0.010069592576929812,Consumer Discretionary
MMC,0.009694234547210832,Financials
TAP,0.013260402528798893,Consumer Staples
CVX,0.037475472346433655,Energy
LEG,0.004779456512385488,Consumer Discretionary
MTG,-0.003653142382493129,Financials
WFC,-0.01599983080754567,Financials
AVY,-0.007363342777238579,Industrials
SNA,0.017311353241944757,Industrials
EMN,-0.00902075298208181,Materials
WOR,0.0006877753609336418,Industrials
BAX,-0.005947963675271629,Health Care
DE,0.010332456170905262,Industrials
MAS,0.008152643791038517,Industrials
ROK,-0.014483862493461182,Industrials
AON,-0.003664840996081234,Financials
FITB,0.004578188787614739,Financials
AAPL,0.014277761061413905,Information Technology
NSC,-0.02236583189295225,Industrials
DXC,0.008438206408380524,Information Technology
RF,0.009416075665703225,Financials
ADBE,-0.00594176009051485,Information Technology
K,-0.004591992162322329,Consumer Staples
UNH,0.007092469239240066,Health Care
HPQ,0.000434539787751171,Information Technology
ETR,0.005020766358846976,Utilities
BMS,0.011422754993957734,
HD,-0.014877415379828514,Consumer Discretionary
TJX,0.010834478297584476,Consumer Discretionary
SYK,-0.0019034287710415244,Health Care
IPG,-0.0063947741049592,Communication Services
JPM,-0.023683012416209667,Financials
WM,0.019264241179510817,Industrials
CCL,-0.001672542711678245,Consumer Discretionary
DDS,-0.007950985003800945,Consumer Discretionary
HAL,-0.012065649427488567,Energy
VIAV,-0.0020966676685315565,Information Technology
PHM,-0.007760061719896894,Industrials
DOV,-0.018896462495841385,Industrials
MAT,0.01442136587903211,Consumer Discretionary
MBI,-0.023194855363792427,Financials
DLX,0.00798760616789589,Communication Services
BIG,-0.01773986662311619,Consumer Staples
ETN,0.026499876585451245,Industrials
GD,0.02689026112451386,
MU,0.0010272861489157709,Information Technology
UIS,-0.0038462793386478678,Information Technology
SLM,0.04189649212868791,Financials
DVN,0.01548678737663579,Energy
APA,0.011367991856808098,Energy
CPB,-0.022289991164505245,Consumer Staples
FMC,0.009078792042255234,Materials
NC,0.014841285148594592,Materials
TSN,0.0002887162768843883,Consumer Staples
CSCO,0.019138282069776344,Information Technology
COF,-0.006944274083666498,Financials
MOLX,-0.003437203238472055,
MSFT,0.007565346720348124,Information Technology
CAH,-0.014336162019865066,Health Care
GPS,0.0003577634716083874,Consumer Discretionary
