firm,weight,sector
FL,0.0012316289008845976,Consumer Discretionary
SCI,-0.007865368979585542,Consumer Discretionary
SPGI,0.013742389981886014,Financials
GIS,0.0634885067620394,Consumer Staples
ADI,-0.0027486530025258027,Information Technology
GILD,0.001198616415305111,Health Care
PCG,-0.00036293157197838863,Utilities
VFC,0.0033632703315314566,Consumer Discretionary
XRX,-0.0009013562371721594,Information Technology
IBM,0.020727388941708176,Information Technology
NUE,0.009677836074407753,Materials
CAR,-0.008195424668293604,Industrials
EXC,0.020497284807634485,Utilities
JCI,-0.0005592165188237283,Industrials
LLY,0.01193602057345617,Health Care
AZO,0.0005572250423035302,Financials
PEG,-0.010515047335009738,Utilities
OMX,0.003489391606453276,
VLO,0.009330735252401627,Energy
INTU,-0.007298646360521939,Information Technology
KO,0.0019853389399194735,Consumer Staples
APD,-0.006618496814427481,Materials
USB,0.0013794848360239795,Financials
DIS,0.008331386527395438,Communication Services
AMD,-0.002159745219808284,Information Technology
MS,0.01450715542843099,Financials
JNJ,0.009054945632426183,Health Care
CMA,0.024250766886966348,Financials
WMT,0.022700960344961482,Consumer Staples
KBH,-0.011392571342136521,Industrials
UNM,-0.0076210622947434255,Financials
KSS,0.010498675179429422,Consumer Discretionary
MMC,0.009837101429361533,Financials
TAP,0.01333278642404573,Consumer Staples
CVX,0.03725384816811349,Energy
LEG,0.004810854741520824,Consumer Discretionary
MTG,-0.004181378147696665,Financials
WFC,-0.016427920270813013,Financials
AVY,-0.007448637841723726,Industrials
SNA,0.017746513671379,Industrials
EMN,-0.008190925622628256,Materials
WOR,-3.5249717318860344e-05,Industrials
BAX,-0.0060785004803966865,Health Care
DE,0.010672032642083145,Industrials
MAS,0.008569589604336774,Industrials
ROK,-0.01460105933365288,Industrials
AON,-0.00400184238478073,Financials
FITB,0.004318323639238296,Financials
AAPL,0.014477076437616511,Information Technology
NSC,-0.02258713439399697,Industrials
DXC,0.008163515283729566,Information Technology
RF,0.008666849206527938,Financials
ADBE,-0.005644005550085516,Information Technology
K,-0.0042083615435145015,Consumer Staples
UNH,0.007191226794217465,Health Care
HPQ,4.960399817785163e-05,Information Technology
ETR,0.005421866645765938,Utilities
BMS,0.01091264322832574,
HD,-0.014573430949069297,Consumer Discretionary
TJX,0.010584685067741672,Consumer Discretionary
SYK,-0.0011708211346895016,Health Care
IPG,-0.006466465413282793,Communication Services
JPM,-0.023920875753653578,Financials
WM,0.01964405479189198,Industrials
CCL,-0.0011827595923885087,Consumer Discretionary
DDS,-0.008198897586881793,Consumer Discretionary
HAL,-0.012382589254189048,Energy
VIAV,-0.0022396083888448987,Information Technology
PHM,-0.007768705373130664,Industrials
DOV,-0.01935946077273986,Industrials
MAT,0.014638467305057686,Consumer Discretionary
MBI,-0.023213266743820366,Financials
DLX,0.008011044803785434,Communication Services
BIG,-0.017639070278911317,Consumer Staples
ETN,0.026652658708333603,Industrials
GD,0.026584043277260733,
MU,0.001062122952952758,Information Technology
UIS,-0.003830959388454864,Information Technology
SLM,0.04206514004189817,Financials
DVN,0.01544225677276016,Energy
APA,0.012083764437690134,Energy
CPB,-0.021375491180256046,Consumer Staples
FMC,0.009513255293584169,Materials
NC,0.014212711586866843,Materials
TSN,0.0001356094853176247,Consumer Staples
CSCO,0.019565781797729113,Information Technology
COF,-0.00622978370818642,Financials
MOLX,-0.0041268222364373094,
MSFT,0.006783217794517317,Information Technology
CAH,-0.014210990311506194,Health Care
GPS,0.00037925434122002867,Consumer Discretionary
AIG,-0.03210230508908608,Financials
AFL,0.008778336640792936,Financials
UNP,0.029848920089326447,Industrials
COP,0.01840683372863047,Energy
QCOM,0.0025049284665956545,Information Technology
SNV,-0.02104692531424498,Financials
RIG,0.003069505318291605,Energy
LUV,0.002383949910045916,Industrials
EFX,-0.004664798351515955,Industrials
STZ,0.018344649986518583,Consumer Staples
DHI,-0.014514329863784304,Industrials
CINF,0.010164238740060415,Financials
AIT,0.014889197632163028,Industrials
BBY,0.0017272367733780977,Consumer Discretionary
AES,-0.003625583914103732,Utilities
ED,0.017482150249213183,Utilities
CB,-0.003966683520921429,Financials
STT,-0.006935012155762936,Financials
NI,0.04271541397904228,Utilities
ODP,-0.004451207469245169,Consumer Discretionary
NTRS,-0.0052541517861405635,Financials
MO,-0.011827696416499304,Consumer Staples
HSY,0.013485177859748138,Consumer Staples
R,0.006063740914541486,Information Technology
LH,0.00463300073628887,Health Care
CI,0.0008819414471846138,Health Care
PNC,-0.007039801585426993,Financials
CLX,0.010828464335715986,Consumer Staples
GWW,0.011889122653368937,Industrials
OKE,-0.02805475388267056,Financials
PFE,-0.006638070389475837,Health Care
TGNA,0.03431462139481164,Communication Services
M,-0.004365750639938276,Consumer Discretionary
AEP,-0.05237061475360723,Utilities
TGT,-0.008803933351265461,Consumer Staples
JNY,0.013285571034277275,
F,0.0031043891240361077,Consumer Discretionary
HP,-0.011664174376364852,Energy
DRI,-0.0036989808018669627,Consumer Discretionary
CAL,0.00973923505473668,Consumer Discretionary
VNO,0.024635030513351468,Real Estate
CAT,0.0008584840919243003,Industrials
BK,0.0013894360190263196,Financials
TLAB,-0.008991210332551246,
MMM,0.02655173680363001,Industrials
CAG,0.006579399647410391,Consumer Staples
SLB,0.013375117359665395,Energy
PG,0.02427025421262414,Consumer Staples
LNC,0.009290922138409118,Financials
PAYX,-0.010012237527023992,Industrials
T,-0.009847059737334487,Communication Services
TRV,0.010822851532625705,Financials
HRB,0.0023163400359181834,Consumer Discretionary
COST,-0.0045851292002202886,Consumer Staples
