firm,weight,sector
SPGI,-0.017998830507976713,Financials
MCHP,0.03186328727177037,Information Technology
ROP,0.01362083630721548,Industrials
GIS,0.029929431303420035,Consumer Staples
LRCX,-0.010662895770149252,Information Technology
ADI,-0.0006094975132094338,Information Technology
AEE,-0.044551373860903284,Utilities
HRL,0.028546053668130657,Consumer Staples
GILD,0.0016781602830439656,Health Care
PCG,-0.00628640590805432,Utilities
GHC,0.011762924292156317,Consumer Staples
KMX,0.0016355815775029592,Consumer Discretionary
VFC,0.037246834339810644,Consumer Discretionary
BXP,0.018221276200197867,Real Estate
YUM,0.006400644872651639,Consumer Discretionary
XRX,-0.0006507922173846856,Information Technology
VTR,-0.0067362132599892025,Real Estate
IBM,0.03178690935207315,Information Technology
NUE,0.008726335611157784,Materials
AET,-0.004250119749618541,
NOV,-0.027536625083741814,Energy
EXC,-0.023767550452113994,Utilities
JCI,-0.0028943169564209573,Industrials
LLY,-0.016972778388442633,Health Care
HST,-0.0377720615224105,Real Estate
AZO,0.036296273532925125,Financials
IRM,0.006157885757260785,Real Estate
PEG,-0.036024096729314295,Utilities
VLO,0.017496437210072345,Energy
INTU,0.005805513726051122,Information Technology
KO,0.02165227760740386,Consumer Staples
APD,0.007947187096987657,Materials
NFLX,0.004465227938787227,Communication Services
CHRW,0.011080406485185216,Industrials
USB,0.041765848464541774,Financials
DIS,0.0029208671584231662,Communication Services
ITT,0.004267372947693675,Industrials
AMD,-0.0028855465787097755,Information Technology
JNJ,0.1000794256575595,Health Care
ISRG,-0.004643348445397346,Health Care
CMA,0.003081987238291284,Financials
WMT,0.053252043747661154,Consumer Staples
KBH,-0.007913719739958587,Industrials
UNM,-0.01611138551138003,Financials
KSS,-0.003167294188308807,Consumer Discretionary
MMC,-0.0045551955453727614,Financials
TAP,0.01790465219656326,Consumer Staples
CVX,0.000187406405282412,Energy
AKAM,0.006626589830693971,Information Technology
IAC,0.0224543345262969,Communication Services
AME,0.027312384295145185,Industrials
LEG,-0.009847279721953529,Consumer Discretionary
AMT,0.001229367520019566,Real Estate
MTW,-0.006345606735764484,Industrials
WFC,0.006483600615716481,Financials
PDCO,0.0006422180247206721,Health Care
AVY,-0.012771314146202074,Industrials
SNA,-0.004964892237712505,Industrials
EMN,-0.004959713556347858,Materials
WOR,-0.008062266358152352,Industrials
BAX,-0.00038285240950758186,Health Care
BLK,0.010681693869965406,Financials
NTAP,-0.004443825190870493,Information Technology
DE,0.028104478865452708,Industrials
MAS,0.00518211818587704,Industrials
ROK,0.0029654931313895473,Industrials
UPS,0.036301631749847574,Industrials
PVH,-0.006246972665084423,Consumer Discretionary
LEN,0.005908130842530111,Industrials
WDC,0.003398483884137951,Information Technology
AON,0.02020244285948653,Financials
AAPL,0.011193288589941734,Information Technology
NSC,-0.005492725014031735,Industrials
EQT,-0.02470108049047281,Energy
DXC,-0.007505012207439151,Information Technology
RF,-0.0001468336189123648,Financials
ADBE,-0.005721890373824824,Information Technology
K,0.054875031027104296,Consumer Staples
UNH,-0.0063341438380224505,Health Care
HPQ,0.01694110568189179,Information Technology
ETR,0.014761853072547992,Utilities
BMS,0.01771950923369378,
FTI,-0.0018575422798034827,Energy
STX,0.006405561975865042,Information Technology
HD,0.02504465501357473,Consumer Discretionary
TJX,-0.0011464120550295567,Consumer Discretionary
SYK,-0.024805697187310388,Health Care
IPG,0.005775706013375971,Communication Services
MAC,0.019778167005464576,Real Estate
JPM,-0.012198781303500031,Financials
WM,-0.021604349969089446,Industrials
CCL,-0.008355320348461795,Consumer Discretionary
NFX,0.022759889230124876,
DDS,0.010571886658099062,Consumer Discretionary
HAL,0.004903264838082237,Energy
VIAV,-0.00371132151571291,Information Technology
DLTR,0.01850928986934984,Consumer Staples
ZBH,0.01890446611545188,Health Care
EBAY,0.003971401761681453,Consumer Discretionary
DGX,0.006048594452888692,Health Care
PHM,-0.00486297209632463,Industrials
SVU,-0.011584107796538123,
NDAQ,-0.000629583759726866,Financials
DOV,0.017851404848479326,Industrials
MAT,-0.02000957660721881,Consumer Discretionary
MBI,0.0036960850541911568,Financials
TSCO,-0.004833134706379971,Consumer Discretionary
DLX,-0.006438233248480115,Communication Services
MET,0.008088454530633865,Financials
BIG,-0.012814469331815875,Consumer Staples
MAR,0.03668819203477253,Consumer Discretionary
TEX,-0.004564012246362931,Industrials
MNST,0.0026483840269494897,Consumer Staples
ETN,-0.00639608943012997,Industrials
GD,-0.0014857973595754203,
MU,-0.009699176725438588,Information Technology
SLM,0.0014870501133998869,Financials
DVN,0.03149392737431407,Energy
APA,0.010592594949896379,Energy
EL,-0.008815623910374774,Consumer Staples
WEC,0.07575097456111964,Utilities
CPB,0.011608152563592065,Consumer Staples
FMC,0.0013738663128647155,Materials
TSN,-0.02264218564559547,Consumer Staples
MHK,-0.005645635959762844,Consumer Discretionary
CSCO,-0.015060569313362821,Information Technology
SWN,-0.005402619115101502,Energy
COF,0.01643114335622521,Financials
IVZ,-0.019689165429348992,Financials
CAH,-0.009938703137895681,Health Care
MSFT,0.01852326391589454,Information Technology
GPS,-0.015790313818627562,Consumer Discretionary
NRG,0.026917526197396065,Utilities
AFL,0.003699320337642545,Financials
AIZ,0.014239273506345749,Financials
UNP,0.05059722666986757,Industrials
COP,0.010806916488834355,Energy
QCOM,-0.006656921632753535,Information Technology
SNV,-0.006278385293401488,Financials
REGN,-0.009426890647888944,Health Care
RIG,0.015635184771004455,Energy
LUV,0.008337359772503284,Industrials
EFX,0.030556216816482396,Industrials
STZ,-0.02675538872871105,Consumer Staples
CCI,0.021981607563240142,Real Estate
DHI,0.0012893276391115994,Industrials
CINF,0.0020602694117734166,Financials
AMZN,-0.009594796828652646,Consumer Discretionary
PRU,-0.00858613244670027,Financials
BBY,0.008629219630734142,Consumer Discretionary
AES,-0.0014435598956286672,Utilities
A,-0.015088675876820556,Health Care
JNPR,-0.0021947941032326827,Financials
ED,0.11460618667290984,Utilities
CB,-0.006509723863011013,Financials
STT,-0.01371805597933254,Financials
PLD,-0.030049693819654198,Real Estate
NI,-0.01355889250672327,Utilities
NTRS,-0.03328500611404452,Financials
MO,0.0015615756277335482,Consumer Staples
PWR,-0.002898686248272165,Industrials
CTSH,-0.022424017651944107,Information Technology
HSY,0.008876452951631825,Consumer Staples
PFG,-0.015588473494718369,Financials
SRE,-0.01652577082329434,Utilities
R,-0.0007846688650958965,Information Technology
LH,0.05112051904484684,Health Care
CI,0.0035186754441092222,Health Care
PNC,0.01547307355115168,Financials
CLX,0.04829286301852738,Consumer Staples
GWW,0.022847577322550806,Industrials
PFE,-0.018110848074858066,Health Care
OKE,-0.030068815629467005,Financials
TGNA,0.007972855617356058,Communication Services
FIS,0.007963084833358442,Information Technology
M,-0.017073814241595518,Consumer Discretionary
AEP,-0.04144810633971849,Utilities
TGT,0.0025903300348948683,Consumer Staples
FOSL,-0.017328730914873497,Consumer Discretionary
GME,-0.00026125256773387034,Consumer Discretionary
JNY,-0.0070664650715445525,
F,0.004282597446917902,Consumer Discretionary
DRI,-0.005172995885464087,Consumer Discretionary
HP,0.010882414161727154,Energy
FFIV,0.0018788698186961304,Financials
VNO,0.0023079640761123595,Real Estate
MOS,0.006550024423749552,Materials
CAT,0.00398126529662691,Industrials
BK,-0.009966759754855701,Financials
MMM,0.007803666227307288,Industrials
CAG,0.03748659250329461,Consumer Staples
SLB,-0.005319132078015632,Energy
PG,-0.0017802577725250651,Consumer Staples
LNC,-0.0014164835964661712,Financials
PAYX,0.010826652460705508,Industrials
ES,-0.002978554009232177,Utilities
CME,0.0076818785222362304,Financials
T,0.016659304885404597,Communication Services
TRV,-0.03761355288846759,Financials
HRB,-0.01409010053039485,Consumer Discretionary
COST,0.011181007957776835,Consumer Staples
OXY,0.006315223301769801,Energy
SO,0.08664887206115504,Utilities
JWN,0.0038044885156387777,Consumer Discretionary
MTB,-0.0068334079016598315,Financials
MCD,0.04247560179161418,Consumer Discretionary
DD,-0.005312551285772923,Materials
ADSK,-0.003183643192334531,Information Technology
WMB,-0.01868521828120783,Energy
L,0.01584303072214088,Financials
MSI,-0.0022607413472885817,Information Technology
FLS,0.002019904788603864,Industrials
URBN,-0.010932368093521466,Consumer Discretionary
MRK,-0.006511480186708459,Health Care
GPC,0.0007103916631590289,Consumer Discretionary
GLW,0.008100853261845788,Information Technology
EIX,-0.04215822364040633,Utilities
FAST,-0.033341274809599884,Industrials
ADP,0.010818681526387453,Industrials
VMC,-0.015875595137794976,Materials
CMI,0.006817323734495002,Industrials
MRO,-0.017572476993410923,Energy
AN,-0.010051438906340075,Consumer Discretionary
ATI,-0.014822443312177067,Industrials
HON,-0.0057711244864613286,Financials
GT,-0.0012282506279086558,Consumer Discretionary
NEM,0.03362165757437682,Materials
FE,0.004630742130302377,Utilities
FLR,0.010156784722736173,Industrials
FDX,-0.019055538630524463,Industrials
SWK,0.008857243708536244,Industrials
PTC,-0.006019142729994329,Information Technology
RL,0.007704426528473835,Consumer Discretionary
MCO,-0.002953548455386975,Financials
TWX,-0.012021619544691189,
ASH,0.0007543212735705326,Materials
RRC,0.0017976638591978291,Energy
BEN,-0.03784913966934797,Financials
AIV,-0.009395315652162738,Real Estate
APH,-0.019565729388042144,Information Technology
PPG,-0.025608425986180954,Materials
SPG,-0.005746914125365023,Real Estate
SFA,0.01572970597171932,
ITW,-0.0019156169766969188,Industrials
CLF,-0.016560463435249303,Materials
AXP,-0.00914969629185184,Financials
CCU,0.026990207575842515,Consumer Staples
BDX,0.015225262341519517,Health Care
NVDA,-0.0017916364343981404,Information Technology
GS,0.024524785508436862,Financials
LOW,-0.030682169587400394,Consumer Discretionary
CNP,-0.022147376560428228,Utilities
TT,-0.00610567403382948,Industrials
FCX,-0.01636110873624343,Materials
SSP,-0.002171476075217435,Communication Services
XRAY,-0.004224759654021876,Health Care
CMCSA,-0.018822681104506453,Communication Services
CVG,0.125702509552588,
XOM,-0.042055254151709784,Energy
AVB,-0.020771008123956852,Real Estate
CNX,0.001270385070269834,Energy
EOG,-0.018445792168714288,Energy
BIIB,-0.00356993519888977,Health Care
VZ,0.03489485953466512,Communication Services
HAS,0.03733264348201504,Consumer Discretionary
WAT,0.006815628832431309,Health Care
XEL,0.015631715071067653,Utilities
VRSN,-0.006165350293309505,Information Technology
LMT,0.012386876946272453,Industrials
PGR,-0.013418715796199633,Financials
HOG,-0.00893173408845287,Consumer Discretionary
KMB,0.014458279649623212,Consumer Staples
BA,-0.011540751743079572,Industrials
ORLY,0.0066696368027693775,Consumer Discretionary
ALL,-0.00577119270213861,Financials
AMGN,-0.009046674990384335,Health Care
BAC,0.00579940742789712,Financials
