,0
1953-04-01,0.0236
1953-05-01,0.0248
1953-06-01,0.0245
1953-07-01,0.023799999999999998
1953-08-01,0.022799999999999997
1953-09-01,0.022000000000000002
1953-10-01,0.0179
1953-11-01,0.0167
1953-12-01,0.0166
1954-01-01,0.0141
1954-02-01,0.011399999999999999
1954-03-01,0.0113
1954-04-01,0.0096
1954-05-01,0.0085
1954-06-01,0.008199999999999999
1954-07-01,0.0084
1954-08-01,0.0088
1954-09-01,0.0103
1954-10-01,0.011699999999999999
1954-11-01,0.011399999999999999
1954-12-01,0.0121
1955-01-01,0.0139
1955-02-01,0.015700000000000002
1955-03-01,0.0159
1955-04-01,0.0175
1955-05-01,0.019
1955-06-01,0.0191
1955-07-01,0.0202
1955-08-01,0.023700000000000002
1955-09-01,0.0236
1955-10-01,0.0239
1955-11-01,0.0248
1955-12-01,0.0273
1956-01-01,0.0258
1956-02-01,0.024900000000000002
1956-03-01,0.026099999999999998
1956-04-01,0.0292
1956-05-01,0.0294
1956-06-01,0.0274
1956-07-01,0.0276
1956-08-01,0.031
1956-09-01,0.0335
1956-10-01,0.032799999999999996
1956-11-01,0.0344
1956-12-01,0.0368
1957-01-01,0.0337
1957-02-01,0.0338
1957-03-01,0.0342
1957-04-01,0.0349
1957-05-01,0.0348
1957-06-01,0.0365
1957-07-01,0.0381
1957-08-01,0.0401
1957-09-01,0.0407
1957-10-01,0.0401
1957-11-01,0.035699999999999996
1957-12-01,0.0318
1958-01-01,0.0265
1958-02-01,0.0199
1958-03-01,0.0184
1958-04-01,0.014499999999999999
1958-05-01,0.0137
1958-06-01,0.0123
1958-07-01,0.0161
1958-08-01,0.025
1958-09-01,0.0305
1958-10-01,0.0319
1958-11-01,0.031
1958-12-01,0.0329
1959-01-01,0.0336
1959-02-01,0.0354
1959-03-01,0.0361
1959-04-01,0.037200000000000004
1959-05-01,0.039599999999999996
1959-06-01,0.0407
1959-07-01,0.043899999999999995
1959-08-01,0.044199999999999996
1959-09-01,0.05
1959-10-01,0.048
1959-11-01,0.0481
1959-12-01,0.051399999999999994
1960-01-01,0.050300000000000004
1960-02-01,0.0466
1960-03-01,0.04019999999999999
1960-04-01,0.0404
1960-05-01,0.0421
1960-06-01,0.0336
1960-07-01,0.032
1960-08-01,0.029500000000000002
1960-09-01,0.030699999999999998
1960-10-01,0.0304
1960-11-01,0.0308
1960-12-01,0.0286
1961-01-01,0.0281
1961-02-01,0.029300000000000003
1961-03-01,0.0288
1961-04-01,0.0288
1961-05-01,0.0287
1961-06-01,0.030600000000000002
1961-07-01,0.0292
1961-08-01,0.030600000000000002
1961-09-01,0.030600000000000002
1961-10-01,0.0305
1961-11-01,0.030699999999999998
1961-12-01,0.0318
1962-01-01,0.032799999999999996
1962-02-01,0.032799999999999996
1962-03-01,0.030600000000000002
1962-04-01,0.029900000000000003
1962-05-01,0.030299999999999997
1962-06-01,0.030299999999999997
1962-07-01,0.0329
1962-08-01,0.032
1962-09-01,0.030600000000000002
1962-10-01,0.0298
1962-11-01,0.03
1962-12-01,0.0301
1963-01-01,0.0304
1963-02-01,0.0301
1963-03-01,0.030299999999999997
1963-04-01,0.0311
1963-05-01,0.031200000000000002
1963-06-01,0.032
1963-07-01,0.0348
1963-08-01,0.0353
1963-09-01,0.035699999999999996
1963-10-01,0.0364
1963-11-01,0.0374
1963-12-01,0.0381
1964-01-01,0.0379
1964-02-01,0.0378
1964-03-01,0.0391
1964-04-01,0.0391
1964-05-01,0.0384
