,0
1976-06-01,0.0706
1976-07-01,0.06849999999999999
1976-08-01,0.0663
1976-09-01,0.0642
1976-10-01,0.059800000000000006
1976-11-01,0.0581
1976-12-01,0.0538
1977-01-01,0.059000000000000004
1977-02-01,0.060899999999999996
1977-03-01,0.060899999999999996
1977-04-01,0.0596
1977-05-01,0.0625
1977-06-01,0.0613
1977-07-01,0.06269999999999999
1977-08-01,0.0661
1977-09-01,0.06709999999999999
1977-10-01,0.0711
1977-11-01,0.07139999999999999
1977-12-01,0.0718
1978-01-01,0.07490000000000001
1978-02-01,0.0757
1978-03-01,0.0758
1978-04-01,0.0774
1978-05-01,0.0801
1978-06-01,0.0824
1978-07-01,0.0849
1978-08-01,0.0837
1978-09-01,0.0857
1978-10-01,0.0885
1978-11-01,0.0942
1978-12-01,0.09720000000000001
1979-01-01,0.0986
1979-02-01,0.09720000000000001
1979-03-01,0.09789999999999999
1979-04-01,0.0978
1979-05-01,0.0978
1979-06-01,0.0922
1979-07-01,0.09140000000000001
1979-08-01,0.0946
1979-09-01,0.10060000000000001
1979-10-01,0.1149
1979-11-01,0.11810000000000001
1979-12-01,0.1139
1980-01-01,0.115
1980-02-01,0.13419999999999999
1980-03-01,0.14880000000000002
1980-04-01,0.125
1980-05-01,0.09449999999999999
1980-06-01,0.0873
1980-07-01,0.09029999999999999
1980-08-01,0.10529999999999999
1980-09-01,0.1157
1980-10-01,0.1209
1980-11-01,0.1351
1980-12-01,0.1408
1981-01-01,0.1326
1981-02-01,0.1392
1981-03-01,0.13570000000000002
1981-04-01,0.14150000000000001
1981-05-01,0.15460000000000002
1981-06-01,0.1451
1981-07-01,0.1535
1981-08-01,0.1628
1981-09-01,0.1646
1981-10-01,0.15539999999999998
1981-11-01,0.1288
1981-12-01,0.1329
1982-01-01,0.1457
1982-02-01,0.1482
1982-03-01,0.1419
1982-04-01,0.142
1982-05-01,0.1378
1982-06-01,0.1447
1982-07-01,0.138
1982-08-01,0.1232
1982-09-01,0.11779999999999999
1982-10-01,0.10189999999999999
1982-11-01,0.098
1982-12-01,0.0966
1983-01-01,0.0933
1983-02-01,0.0964
1983-03-01,0.0966
1983-04-01,0.09570000000000001
1983-05-01,0.0949
1983-06-01,0.1018
1983-07-01,0.1069
1983-08-01,0.1107
1983-09-01,0.1079
1983-10-01,0.1057
1983-11-01,0.1066
1983-12-01,0.1084
1984-01-01,0.10640000000000001
1984-02-01,0.1079
1984-03-01,0.1131
1984-04-01,0.11689999999999999
1984-05-01,0.1247
1984-06-01,0.1291
1984-07-01,0.1288
1984-08-01,0.1243
1984-09-01,0.122
1984-10-01,0.11599999999999999
1984-11-01,0.1065
1984-12-01,0.1018
1985-01-01,0.0993
1985-02-01,0.1017
1985-03-01,0.10710000000000001
1985-04-01,0.1009
1985-05-01,0.09390000000000001
1985-06-01,0.08689999999999999
1985-07-01,0.0877
1985-08-01,0.0894
1985-09-01,0.0898
1985-10-01,0.0886
1985-11-01,0.0858
1985-12-01,0.0815
1986-01-01,0.0814
1986-02-01,0.0797
1986-03-01,0.0721
1986-04-01,0.067
1986-05-01,0.0707
1986-06-01,0.0718
1986-07-01,0.0667
1986-08-01,0.0633
1986-09-01,0.0635
1986-10-01,0.06280000000000001
1986-11-01,0.06280000000000001
1986-12-01,0.06269999999999999
1987-01-01,0.0623
1987-02-01,0.064
1987-03-01,0.0642
1987-04-01,0.0702
1987-05-01,0.0776
1987-06-01,0.0757
1987-07-01,0.07440000000000001
1987-08-01,0.0775
1987-09-01,0.0834
1987-10-01,0.084
1987-11-01,0.07690000000000001
1987-12-01,0.0786
1988-01-01,0.07629999999999999
1988-02-01,0.0718
1988-03-01,0.0727
1988-04-01,0.0759
1988-05-01,0.08
1988-06-01,0.0803
1988-07-01,0.0828
1988-08-01,0.0863
1988-09-01,0.08460000000000001
1988-10-01,0.08349999999999999
1988-11-01,0.0867
1988-12-01,0.0909
1989-01-01,0.09179999999999999
1989-02-01,0.09369999999999999
1989-03-01,0.0968
1989-04-01,0.09449999999999999
1989-05-01,0.0902
1989-06-01,0.08410000000000001
1989-07-01,0.0782
1989-08-01,0.0814
1989-09-01,0.0828
1989-10-01,0.07980000000000001
1989-11-01,0.078
1989-12-01,0.07780000000000001
1990-01-01,0.0809
1990-02-01,0.0837
1990-03-01,0.0863
1990-04-01,0.0872
1990-05-01,0.0864
1990-06-01,0.08349999999999999
1990-07-01,0.0816
1990-08-01,0.0806
1990-09-01,0.0808
