,0
1966-11-01,0.0516
1966-12-01,0.0484
1967-01-01,0.0458
1967-02-01,0.0463
1967-03-01,0.0454
1967-04-01,0.045899999999999996
1967-05-01,0.048499999999999995
1967-06-01,0.050199999999999995
1967-07-01,0.0516
1967-08-01,0.0528
1967-09-01,0.053
1967-10-01,0.0548
1967-11-01,0.0575
1967-12-01,0.057
1968-01-01,0.0553
1968-02-01,0.0556
1968-03-01,0.0574
1968-04-01,0.0564
1968-05-01,0.0587
1968-06-01,0.0572
1968-07-01,0.055
1968-08-01,0.0542
1968-09-01,0.0546
1968-10-01,0.0558
1968-11-01,0.057
1968-12-01,0.0603
1969-01-01,0.0604
1969-02-01,0.061900000000000004
1969-03-01,0.063
1969-04-01,0.0617
1969-05-01,0.0632
1969-06-01,0.06570000000000001
1969-07-01,0.0672
1969-08-01,0.0669
1969-09-01,0.0716
1969-10-01,0.071
1969-11-01,0.07139999999999999
1969-12-01,0.0765
1970-01-01,0.0779
1970-02-01,0.0724
1970-03-01,0.0707
1970-04-01,0.0739
1970-05-01,0.0791
1970-06-01,0.0784
1970-07-01,0.0746
1970-08-01,0.0753
1970-09-01,0.0739
1970-10-01,0.0733
1970-11-01,0.0684
1970-12-01,0.0639
1971-01-01,0.062400000000000004
1971-02-01,0.0611
1971-03-01,0.057
1971-04-01,0.0583
1971-05-01,0.0639
1971-06-01,0.0652
1971-07-01,0.0673
1971-08-01,0.0658
1971-09-01,0.061399999999999996
1971-10-01,0.0593
1971-11-01,0.0581
1971-12-01,0.0593
1972-01-01,0.059500000000000004
1972-02-01,0.0608
1972-03-01,0.060700000000000004
1972-04-01,0.061900000000000004
1972-05-01,0.0613
1972-06-01,0.0611
1972-07-01,0.0611
1972-08-01,0.0621
1972-09-01,0.0655
1972-10-01,0.06480000000000001
1972-11-01,0.06280000000000001
1972-12-01,0.0636
1973-01-01,0.0646
1973-02-01,0.0664
1973-03-01,0.06709999999999999
1973-04-01,0.0667
1973-05-01,0.06849999999999999
1973-06-01,0.069
1973-07-01,0.0713
1973-08-01,0.07400000000000001
1973-09-01,0.0709
1973-10-01,0.0679
1973-11-01,0.0673
1973-12-01,0.0674
1974-01-01,0.0699
1974-02-01,0.0696
1974-03-01,0.0721
1974-04-01,0.0751
1974-05-01,0.0758
1974-06-01,0.0754
1974-07-01,0.0781
1974-08-01,0.08039999999999999
1974-09-01,0.08039999999999999
1974-10-01,0.079
1974-11-01,0.0768
1974-12-01,0.07429999999999999
1975-01-01,0.075
1975-02-01,0.0739
1975-03-01,0.07730000000000001
1975-04-01,0.0823
1975-05-01,0.0806
1975-06-01,0.0786
1975-07-01,0.0806
1975-08-01,0.084
1975-09-01,0.0843
1975-10-01,0.0814
1975-11-01,0.0805
1975-12-01,0.08
1976-01-01,0.0774
1976-02-01,0.0779
1976-03-01,0.07730000000000001
1976-04-01,0.0756
1976-05-01,0.079
1976-06-01,0.0786
1976-07-01,0.0783
1976-08-01,0.07769999999999999
1976-09-01,0.0759
1976-10-01,0.0741
1976-11-01,0.0729
1976-12-01,0.0687
1977-01-01,0.0721
1977-02-01,0.0739
1977-03-01,0.0746
1977-04-01,0.0737
1977-05-01,0.0746
1977-06-01,0.0728
1977-07-01,0.0733
1977-08-01,0.07400000000000001
1977-09-01,0.07339999999999999
1977-10-01,0.07519999999999999
1977-11-01,0.0758
1977-12-01,0.07690000000000001
1978-01-01,0.0796
1978-02-01,0.0803
1978-03-01,0.08039999999999999
1978-04-01,0.0815
1978-05-01,0.08349999999999999
1978-06-01,0.08460000000000001
1978-07-01,0.0864
1978-08-01,0.08410000000000001
1978-09-01,0.0842
1978-10-01,0.0864
1978-11-01,0.08810000000000001
1978-12-01,0.0901
1979-01-01,0.091
1979-02-01,0.091
1979-03-01,0.09119999999999999
1979-04-01,0.09179999999999999
1979-05-01,0.0925
1979-06-01,0.0891
1979-07-01,0.0895
1979-08-01,0.09029999999999999
1979-09-01,0.0933
1979-10-01,0.10300000000000001
1979-11-01,0.1065
1979-12-01,0.1039
1980-01-01,0.10800000000000001
1980-02-01,0.1241
1980-03-01,0.1275
1980-04-01,0.11470000000000001
1980-05-01,0.1018
1980-06-01,0.0978
1980-07-01,0.1025
1980-08-01,0.111
1980-09-01,0.1151
1980-10-01,0.1175
1980-11-01,0.1268
1980-12-01,0.1284
1981-01-01,0.1257
1981-02-01,0.1319
1981-03-01,0.13119999999999998
1981-04-01,0.1368
1981-05-01,0.141
1981-06-01,0.13470000000000001
1981-07-01,0.14279999999999998
1981-08-01,0.1494
1981-09-01,0.1532
1981-10-01,0.1515
1981-11-01,0.13390000000000002
1981-12-01,0.13720000000000002
1982-01-01,0.1459
1982-02-01,0.14429999999999998
1982-03-01,0.1386
1982-04-01,0.1387
1982-05-01,0.1362
1982-06-01,0.14300000000000002
1982-07-01,0.13949999999999999
1982-08-01,0.1306
1982-09-01,0.1234
1982-10-01,0.1091
1982-11-01,0.10550000000000001
1982-12-01,0.1054
1983-01-01,0.10460000000000001
1983-02-01,0.1072
1983-03-01,0.1051
1983-04-01,0.10400000000000001
1983-05-01,0.1038
1983-06-01,0.1085
1983-07-01,0.11380000000000001
1983-08-01,0.1185
1983-09-01,0.1165
1983-10-01,0.11539999999999999
1983-11-01,0.11689999999999999
1983-12-01,0.1183
1984-01-01,0.1167
1984-02-01,0.1184
1984-03-01,0.1232
1984-04-01,0.1263
1984-05-01,0.1341
1984-06-01,0.1356
1984-07-01,0.1336
1984-08-01,0.1272
1984-09-01,0.1252
1984-10-01,0.1216
1984-11-01,0.1157
1984-12-01,0.115
1985-01-01,0.11380000000000001
1985-02-01,0.1151
1985-03-01,0.1186
1985-04-01,0.1143
1985-05-01,0.1085
1985-06-01,0.1016
1985-07-01,0.10310000000000001
1985-08-01,0.1033
1985-09-01,0.10369999999999999
1985-10-01,0.1024
1985-11-01,0.0978
1985-12-01,0.0926
1986-01-01,0.0919
1986-02-01,0.087
1986-03-01,0.07780000000000001
1986-04-01,0.073
1986-05-01,0.0771
1986-06-01,0.078
1986-07-01,0.073
1986-08-01,0.0717
1986-09-01,0.0745
1986-10-01,0.07429999999999999
1986-11-01,0.0725
1986-12-01,0.0711
1987-01-01,0.0708
1987-02-01,0.0725
1987-03-01,0.0725
1987-04-01,0.0802
1987-05-01,0.0861
1987-06-01,0.084
1987-07-01,0.08449999999999999
1987-08-01,0.0876
1987-09-01,0.0942
1987-10-01,0.09519999999999999
1987-11-01,0.0886
1987-12-01,0.08990000000000001
1988-01-01,0.0867
1988-02-01,0.0821
1988-03-01,0.0837
1988-04-01,0.0872
1988-05-01,0.0909
1988-06-01,0.0892
1988-07-01,0.0906
1988-08-01,0.0926
1988-09-01,0.0898
1988-10-01,0.08800000000000001
1988-11-01,0.08960000000000001
1988-12-01,0.0911
1989-01-01,0.0909
1989-02-01,0.0917
1989-03-01,0.09359999999999999
1989-04-01,0.09179999999999999
1989-05-01,0.0886
1989-06-01,0.0828
1989-07-01,0.0802
1989-08-01,0.08109999999999999
1989-09-01,0.0819
1989-10-01,0.0801
1989-11-01,0.0787
1989-12-01,0.0784
1990-01-01,0.0821
1990-02-01,0.08470000000000001
1990-03-01,0.0859
1990-04-01,0.08789999999999999
1990-05-01,0.0876
1990-06-01,0.0848
1990-07-01,0.08470000000000001
1990-08-01,0.0875
1990-09-01,0.0889
1990-10-01,0.0872
1990-11-01,0.0839
1990-12-01,0.0808
1991-01-01,0.0809
1991-02-01,0.0785
1991-03-01,0.08109999999999999
1991-04-01,0.08039999999999999
1991-05-01,0.08070000000000001
1991-06-01,0.0828
1991-07-01,0.0827
1991-08-01,0.079
1991-09-01,0.0765
1991-10-01,0.0753
1991-11-01,0.0742
1991-12-01,0.0709
1992-01-01,0.0703
1992-02-01,0.07339999999999999
1992-03-01,0.0754
1992-04-01,0.0748
1992-05-01,0.0739
1992-06-01,0.0726
1992-07-01,0.0684
1992-08-01,0.0659
1992-09-01,0.0642
1992-10-01,0.0659
1992-11-01,0.0687
1992-12-01,0.0677
1993-01-01,0.066
1993-02-01,0.0626
1993-03-01,0.059800000000000006
1993-04-01,0.059699999999999996
1993-05-01,0.0604
1993-06-01,0.0596
1993-07-01,0.0581
1993-08-01,0.056799999999999996
1993-09-01,0.0536
1993-10-01,0.0533
1993-11-01,0.0572
1993-12-01,0.057699999999999994
1994-01-01,0.0575
1994-02-01,0.059699999999999996
1994-03-01,0.06480000000000001
1994-04-01,0.0697
1994-05-01,0.0718
1994-06-01,0.071
1994-07-01,0.073
1994-08-01,0.0724
1994-09-01,0.0746
1994-10-01,0.0774
1994-11-01,0.0796
1994-12-01,0.0781
1995-01-01,0.07780000000000001
1995-02-01,0.0747
1995-03-01,0.07200000000000001
1995-04-01,0.0706
1995-05-01,0.0663
1995-06-01,0.0617
1995-07-01,0.06280000000000001
1995-08-01,0.0649
1995-09-01,0.062
1995-10-01,0.0604
1995-11-01,0.0593
1995-12-01,0.0571
1996-01-01,0.0565
1996-02-01,0.0581
1996-03-01,0.06269999999999999
1996-04-01,0.06509999999999999
1996-05-01,0.0674
1996-06-01,0.0691
1996-07-01,0.0687
1996-08-01,0.0664
1996-09-01,0.0683
1996-10-01,0.0653
1996-11-01,0.062
1996-12-01,0.063
1997-01-01,0.0658
1997-02-01,0.0642
1997-03-01,0.0669
1997-04-01,0.0689
1997-05-01,0.06709999999999999
1997-06-01,0.0649
1997-07-01,0.0622
1997-08-01,0.063
1997-09-01,0.0621
1997-10-01,0.0603
1997-11-01,0.0588
1997-12-01,0.0581
1998-01-01,0.0554
1998-02-01,0.0557
1998-03-01,0.0565
1998-04-01,0.0564
1998-05-01,0.0565
1998-06-01,0.055
1998-07-01,0.0546
1998-08-01,0.053399999999999996
1998-09-01,0.0481
1998-10-01,0.0453
1998-11-01,0.0483
1998-12-01,0.04650000000000001
1999-01-01,0.0472
1999-02-01,0.05
1999-03-01,0.052300000000000006
1999-04-01,0.0518
1999-05-01,0.0554
1999-06-01,0.059000000000000004
1999-07-01,0.0579
1999-08-01,0.0594
1999-09-01,0.0592
1999-10-01,0.0611
1999-11-01,0.0603
1999-12-01,0.06280000000000001
2000-01-01,0.0666
2000-02-01,0.0652
2000-03-01,0.0626
2000-04-01,0.0599
2000-05-01,0.0644
2000-06-01,0.061
2000-07-01,0.0605
2000-08-01,0.0583
2000-09-01,0.057999999999999996
2000-10-01,0.0574
2000-11-01,0.0572
2000-12-01,0.0524
2001-01-01,0.0516
2001-02-01,0.051
2001-03-01,0.0489
2001-04-01,0.051399999999999994
2001-05-01,0.053899999999999997
2001-06-01,0.0528
2001-07-01,0.0524
2001-08-01,0.049699999999999994
2001-09-01,0.0473
2001-10-01,0.045700000000000005
2001-11-01,0.04650000000000001
2001-12-01,0.0509
2002-01-01,0.0504
2002-02-01,0.049100000000000005
2002-03-01,0.0528
2002-04-01,0.0521
2002-05-01,0.0516
2002-06-01,0.0493
2002-07-01,0.04650000000000001
2002-08-01,0.0426
2002-09-01,0.0387
2002-10-01,0.0394
2002-11-01,0.0405
2002-12-01,0.0403
2003-01-01,0.0405
2003-02-01,0.039
2003-03-01,0.0381
2003-04-01,0.039599999999999996
2003-05-01,0.035699999999999996
2003-06-01,0.0333
2003-07-01,0.0398
2003-08-01,0.044500000000000005
2003-09-01,0.042699999999999995
2003-10-01,0.0429
2003-11-01,0.043
2003-12-01,0.042699999999999995
2004-01-01,0.0415
2004-02-01,0.0408
2004-03-01,0.0383
2004-04-01,0.0435
2004-05-01,0.0472
2004-06-01,0.0473
2004-07-01,0.045
2004-08-01,0.042800000000000005
2004-09-01,0.041299999999999996
2004-10-01,0.040999999999999995
2004-11-01,0.04190000000000001
2004-12-01,0.042300000000000004
2005-01-01,0.042199999999999994
2005-02-01,0.0417
2005-03-01,0.045
2005-04-01,0.0434
2005-05-01,0.0414
2005-06-01,0.04
2005-07-01,0.0418
2005-08-01,0.0426
2005-09-01,0.042
2005-10-01,0.0446
2005-11-01,0.0454
2005-12-01,0.0447
2006-01-01,0.044199999999999996
2006-02-01,0.045700000000000005
2006-03-01,0.0472
2006-04-01,0.0499
2006-05-01,0.051100000000000007
2006-06-01,0.051100000000000007
2006-07-01,0.0509
2006-08-01,0.048799999999999996
2006-09-01,0.0472
2006-10-01,0.0473
2006-11-01,0.046
2006-12-01,0.045599999999999995
2007-01-01,0.047599999999999996
2007-02-01,0.0472
2007-03-01,0.045599999999999995
2007-04-01,0.046900000000000004
2007-05-01,0.0475
2007-06-01,0.051
2007-07-01,0.05
2007-08-01,0.0467
2007-09-01,0.0452
2007-10-01,0.0453
2007-11-01,0.0415
2007-12-01,0.040999999999999995
2008-01-01,0.0374
2008-02-01,0.0374
2008-03-01,0.0351
2008-04-01,0.0368
2008-05-01,0.0388
2008-06-01,0.040999999999999995
2008-07-01,0.0401
2008-08-01,0.038900000000000004
2008-09-01,0.0369
2008-10-01,0.0381
2008-11-01,0.0353
2008-12-01,0.0242
2009-01-01,0.0252
2009-02-01,0.0287
2009-03-01,0.0282
2009-04-01,0.029300000000000003
2009-05-01,0.0329
2009-06-01,0.037200000000000004
2009-07-01,0.0356
2009-08-01,0.0359
2009-09-01,0.034
2009-10-01,0.0339
2009-11-01,0.034
2009-12-01,0.0359
2010-01-01,0.0373
2010-02-01,0.0369
2010-03-01,0.0373
2010-04-01,0.0385
2010-05-01,0.0342
2010-06-01,0.032
2010-07-01,0.0301
2010-08-01,0.027000000000000003
2010-09-01,0.0265
2010-10-01,0.0254
2010-11-01,0.0276
2010-12-01,0.0329
2011-01-01,0.0339
2011-02-01,0.0358
2011-03-01,0.0341
2011-04-01,0.0346
2011-05-01,0.0317
2011-06-01,0.03
2011-07-01,0.03
2011-08-01,0.023
2011-09-01,0.019799999999999998
2011-10-01,0.0215
2011-11-01,0.020099999999999996
2011-12-01,0.019799999999999998
2012-01-01,0.0197
2012-02-01,0.0197
2012-03-01,0.0217
2012-04-01,0.020499999999999997
2012-05-01,0.018000000000000002
2012-06-01,0.016200000000000003
2012-07-01,0.015300000000000001
2012-08-01,0.0168
2012-09-01,0.0172
2012-10-01,0.0175
2012-11-01,0.0165
2012-12-01,0.0172
2013-01-01,0.0191
2013-02-01,0.019799999999999998
2013-03-01,0.0196
2013-04-01,0.0176
2013-05-01,0.019299999999999998
2013-06-01,0.023
2013-07-01,0.0258
2013-08-01,0.0274
2013-09-01,0.0281
2013-10-01,0.0262
2013-11-01,0.027200000000000002
2013-12-01,0.028999999999999998
2014-01-01,0.0286
2014-02-01,0.0271
2014-03-01,0.027200000000000002
2014-04-01,0.0271
2014-05-01,0.0256
2014-06-01,0.026000000000000002
2014-07-01,0.0254
2014-08-01,0.0242
2014-09-01,0.0253
2014-10-01,0.023
2014-11-01,0.0233
2014-12-01,0.022099999999999998
2015-01-01,0.018799999999999997
2015-02-01,0.019799999999999998
2015-03-01,0.0204
2015-04-01,0.0194
2015-05-01,0.022000000000000002
2015-06-01,0.0236
2015-07-01,0.0232
2015-08-01,0.0217
2015-09-01,0.0217
2015-10-01,0.0207
2015-11-01,0.0226
2015-12-01,0.022400000000000003
2016-01-01,0.0209
2016-02-01,0.0178
2016-03-01,0.0189
2016-04-01,0.0181
2016-05-01,0.0181
2016-06-01,0.016399999999999998
2016-07-01,0.015
2016-08-01,0.015600000000000001
2016-09-01,0.0163
2016-10-01,0.0176
2016-11-01,0.021400000000000002
2016-12-01,0.024900000000000002
2017-01-01,0.024300000000000002
2017-02-01,0.0242
2017-03-01,0.0248
2017-04-01,0.023
2017-05-01,0.023
2017-06-01,0.0219
2017-07-01,0.0232
2017-08-01,0.022099999999999998
2017-09-01,0.022000000000000002
2017-10-01,0.0236
2017-11-01,0.0235
2017-12-01,0.024
2018-01-01,0.0258
2018-02-01,0.0286
2018-03-01,0.028399999999999998
2018-04-01,0.0287
2018-05-01,0.0298
2018-06-01,0.0291
2018-07-01,0.028900000000000002
2018-08-01,0.028900000000000002
2018-09-01,0.03
2018-10-01,0.0315
2018-11-01,0.031200000000000002
2018-12-01,0.028300000000000002
2019-01-01,0.0271
2019-02-01,0.0268
2019-03-01,0.025699999999999997
2019-04-01,0.0253
2019-05-01,0.024
2019-06-01,0.0207
2019-07-01,0.0206
2019-08-01,0.0163
2019-09-01,0.017
2019-10-01,0.0171
2019-11-01,0.0181
2019-12-01,0.018600000000000002
2020-01-01,0.0176
2020-02-01,0.015
2020-03-01,0.0087
2020-04-01,0.0066
2020-05-01,0.0067
2020-06-01,0.0073
2020-07-01,0.0062
2020-08-01,0.006500000000000001
2020-09-01,0.0068000000000000005
2020-10-01,0.0079
2020-11-01,0.0087
2020-12-01,0.009300000000000001
2021-01-01,0.0108
2021-02-01,0.0126
2021-03-01,0.0161
2021-04-01,0.016399999999999998
2021-05-01,0.016200000000000003
2021-06-01,0.0152
2021-07-01,0.0132
2021-08-01,0.0128
2021-09-01,0.0137
2021-10-01,0.0158
2021-11-01,0.015600000000000001
2021-12-01,0.0147
2022-01-01,0.0176
2022-02-01,0.019299999999999998
2022-03-01,0.0213
2022-04-01,0.0275
2022-05-01,0.028999999999999998
2022-06-01,0.031400000000000004
2022-07-01,0.028999999999999998
2022-08-01,0.028999999999999998
2022-09-01,0.0352
2022-10-01,0.0398
2022-11-01,0.038900000000000004
2022-12-01,0.0362
2023-01-01,0.0353
2023-02-01,0.0375
2023-03-01,0.0366
2023-04-01,0.0346
2023-05-01,0.035699999999999996
2023-06-01,0.0375
2023-07-01,0.039
2023-08-01,0.0417
2023-09-01,0.0438
2023-10-01,0.048
2023-11-01,0.045
2023-12-01,0.04019999999999999
2024-01-01,0.0406
2024-02-01,0.0421
