sector,weight
Communication Services,0.03591160220994475
Consumer Discretionary,0.1270718232044199
Consumer Staples,0.09116022099447513
Energy,0.06353591160220995
Financials,0.13259668508287292
Health Care,0.09116022099447513
Industrials,0.15193370165745856
Information Technology,0.10773480662983426
Materials,0.04419889502762431
Real Estate,0.04143646408839779
Utilities,0.06629834254143646
