sector,weight
Communication Services,0.03619047619047619
Consumer Discretionary,0.13714285714285715
Consumer Staples,0.07047619047619047
Energy,0.05523809523809524
Financials,0.14857142857142858
Health Care,0.1180952380952381
Industrials,0.14666666666666667
Information Technology,0.12761904761904763
Materials,0.04
Real Estate,0.06285714285714286
Utilities,0.05333333333333333
