sector,weight
Communication Services,0.13509520856583568
Consumer Discretionary,0.1859674719748321
Consumer Staples,0.2642912761145263
Energy,0.09048148596816952
Financials,-0.00966505401079798
Health Care,0.09600962299080673
Industrials,0.11289694333007876
Information Technology,0.06337290084412973
Materials,0.051047421128272596
Real Estate,-0.0009093140024147165
Utilities,0.033286785130194965
