sector,weight
Communication Services,0.04791449377033255
Consumer Discretionary,0.08886014379499055
Consumer Staples,0.19223247939607802
Energy,0.06647730530391785
Financials,0.06961415830989959
Health Care,0.11393280560972988
Industrials,0.11203975602724779
Information Technology,0.13086631300464577
Materials,0.05796580417582181
Real Estate,-0.02933444657247592
Utilities,0.12126951423167617
