sector,weight
Communication Services,0.0364741641337386
Consumer Discretionary,0.12158054711246201
Consumer Staples,0.08814589665653495
Energy,0.06382978723404255
Financials,0.12462006079027356
Health Care,0.08814589665653495
Industrials,0.1580547112462006
Information Technology,0.1033434650455927
Materials,0.04559270516717325
Real Estate,0.04559270516717325
Utilities,0.06990881458966565
