sector,weight
Communication Services,0.03571428571428571
Consumer Discretionary,0.12857142857142856
Consumer Staples,0.08928571428571429
Energy,0.05714285714285714
Financials,0.16428571428571428
Health Care,0.08928571428571429
Industrials,0.15714285714285714
Information Technology,0.09999999999999999
Materials,0.05357142857142857
Real Estate,0.02142857142857143
Utilities,0.06428571428571428
