sector,weight
Communication Services,0.034210526315789476
Consumer Discretionary,0.13421052631578947
Consumer Staples,0.08684210526315789
Energy,0.060526315789473685
Financials,0.13421052631578947
Health Care,0.09473684210526316
Industrials,0.15
Information Technology,0.1131578947368421
Materials,0.04473684210526316
Real Estate,0.049999999999999996
Utilities,0.06578947368421052
