sector,weight
Communication Services,0.032
Consumer Discretionary,0.138
Consumer Staples,0.074
Energy,0.052000000000000005
Financials,0.154
Health Care,0.116
Industrials,0.148
Information Technology,0.124
Materials,0.04
Real Estate,0.062
Utilities,0.056
