sector,weight
Communication Services,0.03494623655913979
Consumer Discretionary,0.13440860215053765
Consumer Staples,0.08870967741935484
Energy,0.06182795698924732
Financials,0.1370967741935484
Health Care,0.0913978494623656
Industrials,0.1532258064516129
Information Technology,0.11290322580645162
Materials,0.043010752688172046
Real Estate,0.0456989247311828
Utilities,0.06720430107526883
