sector,weight
Communication Services,0.040007210221167995
Consumer Discretionary,0.07899320787997711
Consumer Staples,0.3314708166232536
Energy,-0.009050949098116774
Financials,-0.02374305503059731
Health Care,0.16521199233355743
Industrials,0.03522087299964485
Information Technology,0.13402344723733103
Materials,0.0024697480256578486
Real Estate,0.003613379803402204
Utilities,0.08383271204689424
