sector,weight
Communication Services,0.14710514823263673
Consumer Discretionary,0.1626299474817571
Consumer Staples,0.2619976203169509
Energy,0.07749501862560372
Financials,0.011868641712929246
Health Care,0.11506346438258139
Industrials,0.1155896850937883
Information Technology,0.051592865945661176
Materials,0.022052668579519725
Real Estate,0.016975625381354283
Utilities,0.03940735823729613
