sector,weight
Communication Services,0.03362317629182876
Consumer Discretionary,0.027601877718936012
Consumer Staples,0.219730493938004
Energy,0.03294420224714536
Financials,0.08370774011797566
Health Care,0.14275210976422795
Industrials,0.1706532018801611
Information Technology,0.16116004790461078
Materials,0.07940352897243368
Real Estate,-0.037758185875704786
Utilities,0.09391134506817699
