sector,weight
Communication Services,0.040884152047699004
Consumer Discretionary,0.07675930332967484
Consumer Staples,0.19397339372843583
Energy,0.057699040992610674
Financials,0.07683773130087107
Health Care,0.12324795999412724
Industrials,0.12055193246932083
Information Technology,0.13029895984914708
Materials,0.05334102775653162
Real Estate,-0.025035737517667408
Utilities,0.1223809943506306
