sector,weight
Communication Services,0.03529411764705882
Consumer Discretionary,0.12352941176470589
Consumer Staples,0.08823529411764705
Energy,0.061764705882352944
Financials,0.1264705882352941
Health Care,0.08823529411764705
Industrials,0.16176470588235295
Information Technology,0.10588235294117647
Materials,0.047058823529411764
Real Estate,0.047058823529411764
Utilities,0.06764705882352941
